Ranking,Name,FullName,Age,Height,Weight,Nationality,Overall,Potential,Growth,TotalStats,BaseStats,Positions,BestPosition,Club,ValueEUR,WageEUR,ReleaseClause,ClubPosition,ContractUntil,ClubNumber,ClubJoined,OnLoad,NationalTeam,Maximum Wage,Minimum Wage,Average Wage,Maximum Rating,Minimum Rating,Average Rating
1712,C. Guanca,Cristian Guanca,29,175,72,Argentina,75,75,0,1901,407,"CAM,RW,ST",CAM,Al Shabab,5500000,33000,9400000,SUB,2025,8,2019,FALSE,Not in team,,,,,,
1711,S. Berge,Sander Berge,24,195,96,Norway,75,81,6,1963,425,"CDM,CM",CB,Sheffield United,8000000,22000,16800000,CAM,2024,8,2020,FALSE,Norway,,,,,,
1710,J. Cullen,Josh Cullen,26,175,70,Republic of Ireland,75,78,3,1958,411,"CDM,CM",CDM,Burnley,6500000,36000,12800000,CDM,2025,24,2022,FALSE,Republic of Ireland,,,,,,
1709,L. Godoy,Leonardo Godoy,27,173,70,Argentina,75,76,1,1931,430,"RB,RWB",RB,Estudiantes de La Plata,6000000,12000,9500000,RB,2024,29,2020,FALSE,Not in team,,,,,,
1708,Kevin,Kevin Vázquez Comesaña,29,173,72,Spain,75,75,0,1836,391,"RB,RWB",RB,RC Celta de Vigo,4900000,21000,10300000,SUB,2023,20,2011,FALSE,Not in team,,,,,,
1707,T. Lorch,Thembinkosi Lorch,28,166,60,South Africa,75,75,0,1855,397,"RW,LW,CF",RW,Orlando Pirates,5500000,1000,12100000,RM,2023,3,2017,FALSE,Not in team,,,,,,
1706,T. Ouwejan,Thomas Ouwejan,25,183,77,Netherlands,75,78,3,2010,427,"LB,LWB",LWB,FC Schalke 04,7000000,20000,13100000,LB,2024,2,2022,FALSE,Not in team,,,,,,
1705,W. Anton,Waldemar Anton,25,189,86,Germany,75,78,3,1778,388,"CB,CDM",CB,VfB Stuttgart,6500000,20000,12200000,CB,2025,2,2020,FALSE,Not in team,,,,,,
1704,Toni Villa,Antonio Villa Suárez,27,173,63,Spain,75,75,0,1878,390,"LM,CAM,RM",LM,Girona FC,6000000,24000,13200000,SUB,2025,12,2022,FALSE,Not in team,,,,,,
1703,M. Pjaca,Marko Pjaca,27,186,83,Croatia,75,76,1,1901,405,"CF,ST",CAM,Empoli,6500000,81000,0,SUB,2023,14,2016,TRUE,Not in team,,,,,,
1702,B. Heynen,Bryan Heynen,25,183,73,Belgium,75,80,5,2018,426,"CM,CDM",CM,KRC Genk,8000000,15000,12600000,CM,2026,8,2014,FALSE,Not in team,,,,,,
1701,A. Barboza,Alexander Barboza,27,193,92,Argentina,75,78,3,1843,392,CB,CB,Club Libertad,6500000,900,14800000,CB,2023,3,2021,FALSE,Not in team,,,,,,
1700,Edu Expósito,Eduardo Expósito Jaén,25,178,68,Spain,75,78,3,2033,428,"CAM,CM,CDM",CM,RCD Espanyol de Barcelona,7500000,17000,16300000,CM,2027,20,2022,FALSE,Not in team,,,,,,
1699,F. Centonze,Fabien Centonze,26,182,75,France,75,78,3,1951,418,"RWB,RB",RWB,FC Metz,7000000,8000,13100000,RB,2024,18,2019,FALSE,Not in team,,,,,,
1698,T. Davies,Tom Davies,24,180,70,England,75,78,3,1944,416,"CM,CDM",CM,Everton,7500000,31000,14800000,SUB,2023,26,2015,FALSE,Not in team,,,,,,
1697,P. Lees-Melou,Pierre Lees-Melou,29,186,70,France,75,75,0,2022,429,"CM,CAM",CM,Stade Brestois 29,5500000,23000,11000000,CDM,2025,20,2022,FALSE,Not in team,,,,,,
1696,Davi Parrela,Davi Alexandre Parrela Ferreira,22,191,88,Brazil,75,75,0,1651,364,"CB,CDM",CB,Atlético Clube Goianiense,6000000,11000,11400000,CB,2025,4,2022,FALSE,Not in team,,,,,,
1695,Rubens Freitosa,Rubens Jairo Freitosa Costa,38,174,75,Brazil,75,75,0,1957,416,CM,CM,Club Athletico Paranaense,1800000,11000,3400000,CM,2025,28,2022,FALSE,Not in team,,,,,,
1694,Jesus Andradaldo,Jesus Fabrício Andrade Simões,30,177,73,Brazil,75,75,0,1937,404,RB,RB,Cuiabá,4800000,15000,9100000,CB,2025,16,2022,FALSE,Not in team,,,,,,
1693,Danisco Fachini,Daniel Clayton Fachini Lobato,34,169,68,Brazil,75,75,0,1843,389,CDM,CDM,Flamengo,1900000,30000,3400000,CDM,2025,14,2022,FALSE,Not in team,,,,,,
1692,Kaíquão Castro,Kaíque Osvaldo Castro Rodrigues,26,190,88,Brazil,75,75,0,1124,395,GK,GK,Fluminense,4500000,17000,8600000,GK,2025,99,2022,FALSE,Not in team,,,,,,
1691,Cris Laranjeiros,Cristian Also Laranjeiro Sá,30,185,85,Brazil,75,75,0,1843,405,CB,CB,Club Athletico Paranaense,4600000,14000,8700000,CB,2025,18,2022,FALSE,Not in team,,,,,,
1781,Wendell,Wendell Nascimento Borges,28,176,70,Brazil,75,75,0,1972,418,LB,LB,FC Porto,5000000,12000,10000000,SUB,2025,22,2021,FALSE,Not in team,,,,,,
1864,A. Král,Alex Král,24,186,76,Czech Republic,75,80,5,2057,437,"CDM,CM",CDM,FC Schalke 04,8000000,18000,15000000,SUB,2024,30,2019,FALSE,Czech Republic,,,,,,
1783,Duirval Diniz,Duirval Hélton Diniz Cabral,26,187,82,Brazil,75,75,0,1697,358,"CB,RB",CB,Club Athletico Paranaense,5500000,14000,10500000,RB,2025,4,2022,FALSE,Not in team,,,,,,
1862,P. Beruatto,Pietro Beruatto,23,184,78,Italy,75,81,6,1751,381,LB,LB,Pisa,8500000,5000,15300000,LB,2026,20,2022,FALSE,Not in team,,,,,,
1875,Rafael Cachoira,Rafael Jorgino Cachoira Rebelo,22,188,84,Brazil,75,75,0,1717,364,"CB,CDM",CB,RB Bragantino,6000000,13000,11400000,CB,2025,5,2022,FALSE,Not in team,,,,,,
1874,Formosandrinho,Estevão Daniel Formoso Serpa,30,178,72,Brazil,75,75,0,1745,371,"ST,CF",ST,Clube Atlético Mineiro,5500000,34000,9900000,ST,2025,22,2022,FALSE,Not in team,,,,,,
1873,A. Ömür,Abdülkadir Ömür,23,168,70,Turkey,75,80,5,1951,411,"CAM,RW,CM",CAM,Trabzonspor,8500000,28000,16800000,RW,2024,10,2015,FALSE,Not in team,,,,,,
1872,A. Theate,Arthur Theate,22,185,78,Belgium,75,82,7,1646,370,CB,CB,Stade Rennais FC,10500000,30000,22100000,CB,2026,5,2022,FALSE,Not in team,,,,,,
1871,M. Gusto,Malo Gusto,19,179,74,France,75,85,10,1891,411,RB,RB,Olympique Lyonnais,11500000,24000,24200000,RB,2024,27,2020,FALSE,Not in team,,,,,,
1870,J. Russell,Johnny Russell,32,178,76,Scotland,75,75,0,2035,428,"RW,RM",RW,Sporting Kansas City,4500000,10000,6500000,RM,2023,7,2018,FALSE,Not in team,,,,,,
1869,P. Šev?ík,Petr Šev?ík,28,172,66,Czech Republic,75,75,0,2103,439,"CM,RM,CDM",CM,SK Slavia Praha,5500000,1000,12100000,SUB,2025,23,2019,FALSE,Czech Republic,,,,,,
1868,D. Spence,Djed Spence,21,184,71,England,75,84,9,1715,394,"RWB,RB",RWB,Tottenham Hotspur,12000000,44000,25200000,SUB,2027,24,2022,FALSE,Not in team,,,,,,
1867,A. Maitland-Niles,Ainsley Maitland-Niles,24,177,71,England,75,77,2,1972,425,"RWB,RM,RB",RWB,Southampton,6500000,49000,0,SUB,2023,3,2014,TRUE,Not in team,,,,,,
1866,R. Vargas,Ruben Vargas,23,179,68,Switzerland,75,81,6,1951,422,"LM,RM",LM,FC Augsburg,9000000,22000,18000000,SUB,2025,16,2019,FALSE,Not in team,,,,,,
1865,?. Radu,?tefan Radu,35,183,79,Romania,75,75,0,1895,400,CB,CB,Lazio,1500000,26000,2600000,SUB,2023,26,2008,FALSE,Not in team,,,,,,
1656,O. Dorley,Oscar Dorley,23,174,66,Liberia,75,81,6,2028,426,"LB,LM,CM",LM,SK Slavia Praha,8500000,1000,20400000,LB,2025,19,2019,FALSE,Not in team,,,,,,
1863,Davi Parrela,Davi Alexandre Parrela Ferreira,22,191,88,Brazil,75,75,0,1651,364,"CB,CDM",CB,Atlético Clube Goianiense,6000000,11000,11400000,CB,2025,4,2022,FALSE,Not in team,,,,,,
1861,Lekue,Iñigo Lekue Martínez,29,180,70,Spain,75,75,0,1976,425,"RB,LB",RB,Athletic Club de Bilbao,4900000,23000,10300000,LB,2023,15,2015,FALSE,Not in team,,,,,,
1846,Álex Baena,Alejandro Baena Rodríguez,20,174,69,Spain,75,82,7,1953,418,"RM,CM,ST",CAM,Villarreal CF,11000000,21000,25300000,SUB,2025,16,2019,FALSE,Not in team,,,,,,
1860,Omar Mascarell,Omar Mascarell González,29,181,76,Spain,75,75,0,1928,401,"CDM,CM",CDM,Elche CF,4800000,18000,10600000,CM,2025,21,2021,FALSE,Not in team,,,,,,
1859,J. Brownhill,Josh Brownhill,26,180,69,England,75,78,3,2030,430,"CM,RM",CDM,Burnley,7500000,40000,14800000,CAM,2024,8,2020,FALSE,Not in team,,,,,,
1858,N. Stark,Niklas Stark,27,190,88,Germany,75,77,2,1849,406,"CB,CDM",CB,SV Werder Bremen,6000000,21000,11300000,SUB,2022,4,2022,FALSE,Not in team,,,,,,
1857,A. Lunin,Andriy Lunin,23,192,87,Ukraine,75,84,9,1119,406,GK,GK,Real Madrid CF,11000000,63000,24800000,SUB,2024,13,2018,FALSE,Ukraine,,,,,,
1856,G. Higuaín,Gonzalo Higuaín,34,186,89,Argentina,75,75,0,1765,362,ST,ST,Inter Miami CF,2700000,10000,3900000,ST,2022,10,2020,FALSE,Not in team,,,,,,
1855,Daniel Bragança,Daniel Santos Bragança,23,178,71,Portugal,75,84,9,2034,429,CM,CAM,Sporting CP,12500000,11000,27500000,SUB,2025,23,2018,FALSE,Not in team,,,,,,
1854,M. Gibbs-White,Morgan Gibbs-White,22,178,70,England,75,83,8,1957,418,"CAM,ST,RM",CAM,Nottingham Forest,12500000,45000,26300000,ST,2027,10,2022,FALSE,Not in team,,,,,,
1853,N. Pérez,Nehuén Pérez,22,186,75,Argentina,75,82,7,1522,331,CB,CB,Udinese Calcio,10500000,13000,20000000,CB,2027,18,2022,FALSE,Not in team,,,,,,
1852,R. Henry,Rico Henry,24,170,66,England,75,78,3,1859,405,"LWB,LB",LWB,Brentford,7000000,33000,13800000,LB,2026,3,2016,FALSE,Not in team,,,,,,
1851,J. Lindstrøm,Jesper Lindstrøm,22,182,66,Denmark,75,84,9,1899,415,"CAM,CF",CAM,Eintracht Frankfurt,12500000,22000,23800000,RM,2026,29,2021,FALSE,Not in team,,,,,,
1850,Zé Luís,José Luís Mendes Andrade,31,184,80,Cape Verde Islands,75,75,0,1837,382,ST,ST,Ataka? Hatayspor,4800000,16000,9600000,SUB,2024,29,2022,FALSE,Not in team,,,,,,
1849,T. Lamptey,Tariq Lamptey,21,163,62,Ghana,75,83,8,1829,392,"RWB,RB",RWB,Brighton & Hove Albion,12000000,35000,25200000,SUB,2025,2,2020,FALSE,Not in team,,,,,,
1848,Samu Sáiz,Samuel Sáiz Alonso,31,174,68,Spain,75,75,0,1947,406,"ST,LM,RM",RW,Girona FC,4800000,26000,10600000,SUB,2023,10,2019,FALSE,Not in team,,,,,,
1876,G. Pezzella,Giuseppe Pezzella,24,187,81,Italy,75,77,2,1911,417,"LB,LM,LWB",LB,Lecce,6500000,5000,0,LB,2023,97,2020,TRUE,Not in team,,,,,,
1877,Pepelu,Jose Luís García Vayá,23,186,73,Spain,75,81,6,2011,422,"CM,CDM",CM,Levante Unión Deportiva,9000000,11000,16200000,CM,2032,8,2014,FALSE,Not in team,,,,,,
1878,N. Nández,Nahitan Nández,26,172,70,Uruguay,75,76,1,2040,442,"RM,CM",CDM,Cagliari,6500000,6000,10900000,CM,2024,8,2019,FALSE,Not in team,,,,,,
1879,J. Aribo,Joe Aribo,25,183,76,Nigeria,75,78,3,2064,442,CM,CAM,Southampton,7500000,44000,14800000,CAM,2026,7,2022,FALSE,Not in team,,,,,,
1906,B. Hübner,Benjamin Hübner,32,193,86,Germany,75,75,0,1587,328,CB,CB,TSG Hoffenheim,3600000,28000,6100000,SUB,2023,21,2016,FALSE,Not in team,,,,,,
1905,C. Ansaldi,Cristian Ansaldi,35,181,76,Argentina,75,75,0,1981,416,"LWB,LB,LM",LWB,Parma,1700000,4000,2700000,LM,2022,14,2022,FALSE,Not in team,,,,,,
1904,S. Johnstone,Sam Johnstone,29,193,85,England,75,77,2,1231,410,GK,GK,Crystal Palace,4700000,36000,9300000,SUB,2026,21,2022,FALSE,Not in team,,,,,,
1903,W. Bou,Walter Bou,28,174,74,Argentina,75,75,0,2005,415,"ST,CF,CAM",ST,Vélez Sarsfield,6000000,17000,9000000,CAM,2025,20,2022,FALSE,Not in team,,,,,,
1902,J. Gallardo,Jesús Gallardo,27,176,73,Mexico,75,75,0,2012,438,"LB,LM,LW",LB,Free agent,0,0,0,,,,2018,FALSE,Mexico,,,,,,
1901,M. Silva,Martín Silva,39,187,88,Uruguay,75,75,0,1119,408,GK,GK,Club Libertad,625000,500,1400000,GK,2022,1,2019,FALSE,Not in team,,,,,,
1900,Rochinha,Diogo Filipe Rocha Costa,27,169,63,Portugal,75,75,0,1813,392,LW,LW,Sporting CP,6000000,14000,12000000,SUB,2026,16,2022,FALSE,Not in team,,,,,,
1899,J. Clasie,Jordy Clasie,31,170,68,Netherlands,75,75,0,1974,403,"CM,CDM",CM,AZ Alkmaar,4600000,11000,6900000,CDM,2024,8,2019,FALSE,Not in team,,,,,,
1898,A. Varela,Alan Varela,20,177,73,Argentina,75,85,10,1960,418,"CDM,CM",CDM,Boca Juniors,11500000,11000,18400000,CDM,2026,33,2020,FALSE,Not in team,,,,,,
1897,S. Berge,Sander Berge,24,195,96,Norway,75,81,6,1963,425,"CDM,CM",CB,Sheffield United,8000000,22000,16800000,CAM,2024,8,2020,FALSE,Norway,,,,,,
1896,L. Tawamba,Léandre Tawamba,32,189,95,Cameroon,75,75,0,1723,372,ST,ST,Al Taawoun,4600000,26000,7600000,ST,2024,3,2020,FALSE,Not in team,,,,,,
1895,Jean,Jean Paulo Fernandes Filho,26,188,97,Brazil,75,78,3,1251,400,GK,GK,Club Cerro Porteño,5500000,750,12500000,GK,2023,13,2022,FALSE,Not in team,,,,,,
1894,C. Roldan,Cristian Roldan,27,173,75,United States,75,75,0,2103,441,"RM,CM,CAM",CM,Seattle Sounders FC,6000000,9000,9000000,SUB,2022,7,2015,FALSE,United States,,,,,,
1893,A. Yarmolenko,Andriy Yarmolenko,32,189,76,Ukraine,75,75,0,1919,400,"RM,ST",CAM,Al Ain FC,4500000,1000,9900000,RM,2023,10,2022,FALSE,Ukraine,,,,,,
1892,Cucho Hernández,Juan Camilo Hernández Suárez,23,176,73,Colombia,75,80,5,1919,411,"ST,RM,LM",ST,Columbus Crew,8500000,9000,13400000,ST,2025,9,2022,FALSE,Not in team,,,,,,
1891,L. Haraslín,Lukáš Haraslín,26,182,71,Slovakia,75,76,1,1892,397,"LM,RM",LM,AC Sparta Praha,6500000,1000,14800000,LM,2027,22,2021,FALSE,Not in team,,,,,,
1890,B. Alemán,Brahian Alemán,32,178,79,Uruguay,75,75,0,2071,436,"CM,CAM,RM",CM,Gimnasia y Esgrima La Plata,4400000,17000,6600000,CM,2023,10,2019,FALSE,Not in team,,,,,,
1889,Lincoln,Lincoln Oliveira dos Santos,23,178,73,Brazil,75,82,7,1976,413,"CAM,CM",LM,Fenerbahçe SK,11500000,46000,24200000,SUB,2026,18,2022,FALSE,Not in team,,,,,,
1888,M. Zajc,Miha Zajc,28,178,72,Slovenia,75,75,0,2029,420,"CM,CDM,CAM",CM,Fenerbahçe SK,5500000,56000,10500000,CM,2023,26,2019,FALSE,Not in team,,,,,,
1887,K. Itakura,Ko Itakura,25,188,74,Japan,75,80,5,1813,398,"CB,CDM",CB,Borussia Mönchengladbach,7500000,22000,13300000,CB,2026,3,2022,FALSE,Not in team,,,,,,
1886,F. Uduokhai,Felix Uduokhai,24,193,89,Germany,75,79,4,1664,369,CB,CB,FC Augsburg,7000000,20000,13100000,SUB,2024,19,2020,FALSE,Not in team,,,,,,
1885,A. Harit,Amine Harit,25,180,67,Morocco,75,78,3,1766,374,"LM,CAM,CM",CAM,Olympique de Marseille,7500000,22000,0,SUB,2023,77,2017,TRUE,Morocco,,,,,,
1884,J. Juranovi?,Josip Juranovi?,26,173,68,Croatia,75,76,1,2052,435,"RB,LB",RB,Celtic,6000000,42000,11300000,RB,2026,88,2021,FALSE,Croatia,,,,,,
1883,M. Wöber,Maximilian Wöber,24,189,82,Austria,75,80,5,1925,407,CB,CB,FC Red Bull Salzburg,7500000,20000,11800000,CB,2025,39,2019,FALSE,Austria,,,,,,
1882,S. Banza,Simon Banza,25,189,77,France,75,78,3,1759,378,ST,ST,SC Braga,7500000,15000,15600000,ST,2027,23,2022,FALSE,Not in team,,,,,,
1881,Iván Alejo,Iván Alejo Peralta,27,184,76,Spain,75,75,0,1897,414,"RM,LM",RW,Cádiz CF,6000000,27000,12600000,RM,2025,11,2020,FALSE,Not in team,,,,,,
1880,I. Sissoko,Ibrahima Sissoko,24,193,90,France,75,79,4,1916,419,"CM,CDM,CB",CDM,RC Strasbourg Alsace,8000000,21000,15800000,SUB,2024,27,2018,FALSE,Not in team,,,,,,
1847,J. Larsen,Jens Stryger Larsen,31,180,82,Denmark,75,75,0,1970,426,"RB,RWB,LWB",RB,Trabzonspor,4099999,29000,7800000,RB,2025,19,2022,FALSE,Denmark,,,,,,
1845,F. Gatti,Federico Gatti,24,190,80,Italy,75,81,6,1620,357,CB,CB,Juventus,8000000,59000,15200000,SUB,2026,15,2022,FALSE,Not in team,,,,,,
1784,Álex Baena,Alejandro Baena Rodríguez,20,174,69,Spain,75,82,7,1953,418,"RM,CM,ST",CAM,Villarreal CF,11000000,21000,25300000,SUB,2025,16,2019,FALSE,Not in team,,,,,,
1799,R. Thomas,Romain Thomas,34,193,84,France,75,75,0,1528,319,CB,CB,Stade Malherbe Caen,1800000,8000,3200000,CB,2025,29,2022,FALSE,Not in team,,,,,,
1812,J. Aribo,Joe Aribo,25,183,76,Nigeria,75,78,3,2064,442,CM,CAM,Southampton,7500000,44000,14800000,CAM,2026,7,2022,FALSE,Not in team,,,,,,
1811,P. Lees-Melou,Pierre Lees-Melou,29,186,70,France,75,75,0,2022,429,"CM,CAM",CM,Stade Brestois 29,5500000,23000,11000000,CDM,2025,20,2022,FALSE,Not in team,,,,,,
1810,J. Seri,Jean Michaël Seri,30,171,74,Côte d'Ivoire,75,75,0,2007,417,"CM,CDM",CM,Hull City,5500000,18000,10500000,CDM,2025,24,2022,FALSE,Not in team,,,,,,
1809,T. Cairney,Tom Cairney,31,186,84,Scotland,75,75,0,1955,410,"CM,CAM",CM,Fulham,4600000,49000,8700000,SUB,2024,10,2015,FALSE,Not in team,,,,,,
1808,R. Rojas,Robert Rojas,26,176,75,Paraguay,75,76,1,1934,416,"RB,CB",RB,River Plate,6000000,15000,8900000,SUB,2024,2,2019,FALSE,Not in team,,,,,,
1807,Pepelu,Jose Luís García Vayá,23,186,73,Spain,75,81,6,2011,422,"CM,CDM",CM,Levante Unión Deportiva,9000000,11000,16200000,CM,2032,8,2014,FALSE,Not in team,,,,,,
1806,Dani García,Daniel García Carrillo,32,180,81,Spain,75,75,0,1927,395,CM,CDM,Athletic Club de Bilbao,4400000,24000,9200000,SUB,2024,14,2018,FALSE,Not in team,,,,,,
1805,N. Sansone,Nicola Sansone,30,173,63,Italy,75,75,0,1935,398,"CAM,LW",CAM,Bologna,5500000,29000,9400000,SUB,2023,10,2019,FALSE,Not in team,,,,,,
1804,João Paulo,João Paulo Mior,31,171,71,Brazil,75,75,0,2031,432,"CM,CDM",CM,Seattle Sounders FC,4600000,9000,6900000,SUB,2023,6,2020,FALSE,Not in team,,,,,,
1803,Riqui Puig,Ricard Puig Martí,22,169,56,Spain,75,83,8,1878,389,CM,CAM,LA Galaxy,12500000,8000,21300000,CM,2025,6,2022,FALSE,Not in team,,,,,,
1802,Dodô,Domilson Cordeiro dos Santos,23,166,68,Brazil,75,84,9,2002,433,RB,RM,Fiorentina,12000000,34000,22800000,SUB,2027,2,2022,FALSE,Not in team,,,,,,
1801,R. Alessandrini,Romain Alessandrini,33,173,79,France,75,75,0,2022,426,"ST,RM,LM",ST,Shenzhen FC,3600000,14000,5600000,SUB,2023,10,2022,FALSE,Not in team,,,,,,
1800,Rafael Cachoira,Rafael Jorgino Cachoira Rebelo,22,188,84,Brazil,75,75,0,1717,364,"CB,CDM",CB,RB Bragantino,6000000,13000,11400000,CB,2025,5,2022,FALSE,Not in team,,,,,,
1798,D. Ward,Danny Ward,29,191,88,Wales,75,75,0,1187,410,GK,GK,Leicester City,3800000,49000,7200000,GK,2025,1,2018,FALSE,Wales,,,,,,
1844,A. Losilla,Anthony Losilla,36,185,78,France,75,75,0,1880,395,"CDM,CM,CB",CDM,VfL Bochum 1848,1100000,15000,2000000,CDM,2023,8,2014,FALSE,Not in team,,,,,,
1797,B. Martins Indi,Bruno Martins Indi,30,185,76,Netherlands,75,75,0,1672,358,CB,CB,AZ Alkmaar,4600000,10000,6900000,CB,2025,4,2021,FALSE,Not in team,,,,,,
1796,E. Pinnock,Ethan Pinnock,29,194,79,Jamaica,75,75,0,1707,377,CB,CB,Brentford,4700000,40000,8900000,SUB,2025,5,2019,FALSE,Not in team,,,,,,
1795,E. Gómez,Elías Gómez,28,175,79,Argentina,75,75,0,2022,432,"LB,LWB",LB,River Plate,5000000,16000,7000000,LB,2025,29,2022,FALSE,Not in team,,,,,,
1794,T. Foket,Thomas Foket,27,177,67,Belgium,75,75,0,1973,416,"RB,RWB",RB,Stade de Reims,5500000,20000,11000000,SUB,2023,32,2018,FALSE,Not in team,,,,,,
1793,L. Openda,Loïs Openda,22,174,78,Belgium,75,83,8,1856,406,ST,ST,Racing Club de Lens,12500000,28000,26300000,ST,2027,11,2022,FALSE,Not in team,,,,,,
1792,Formosandrinho,Estevão Daniel Formoso Serpa,30,178,72,Brazil,75,75,0,1745,371,"ST,CF",ST,Clube Atlético Mineiro,5500000,34000,9900000,ST,2025,22,2022,FALSE,Not in team,,,,,,
1791,T. Horn,Timo Horn,29,192,90,Germany,75,77,2,1205,402,GK,GK,1. FC Köln,4700000,20000,8800000,SUB,2023,1,2011,FALSE,Not in team,,,,,,
1790,J. Ayew,Jordan Ayew,30,182,81,Ghana,75,75,0,1991,421,"RW,ST,RM",RW,Crystal Palace,5500000,50000,10500000,RW,2023,9,2019,FALSE,Ghana,,,,,,
1789,C. Roberts,Connor Roberts,26,175,76,Wales,75,76,1,1875,410,"RB,RWB",RB,Burnley,6000000,36000,11900000,RB,2025,14,2021,FALSE,Wales,,,,,,
1788,Dênildo Stein,Dênis Rubens Stein Rebelo,38,180,71,Brazil,75,75,0,1789,380,"ST,CF",ST,Ceará Sporting Club,1900000,12000,3600000,ST,2025,10,2022,FALSE,Not in team,,,,,,
1787,E. Destano?lu,Ersin Destano?lu,21,195,88,Turkey,75,81,6,1004,410,GK,GK,Be?ikta? JK,7500000,21000,16500000,GK,2023,1,2018,FALSE,Not in team,,,,,,
1786,D. Turnbull,David Turnbull,22,185,75,Scotland,75,82,7,1979,419,"CM,CAM",CAM,Celtic,11500000,40000,23000000,CM,2024,14,2020,FALSE,Scotland,,,,,,
1785,Elildo Petri,Elias Thiago Petri Taffarel,26,172,71,Brazil,75,75,0,1801,389,"RM,CAM",RM,Palmeiras,6000000,33000,10800000,SUB,2025,27,2022,FALSE,Not in team,,,,,,
1813,T. Fountas,Taxiarchis Fountas,26,170,65,Greece,75,76,1,2016,417,"CF,ST,CAM",ST,D.C. United,6500000,10000,10200000,ST,2024,11,2022,FALSE,Not in team,,,,,,
1814,J. El Yamiq,Jawad El Yamiq,30,193,80,Morocco,75,75,0,1808,402,CB,CB,Real Valladolid CF,4600000,20000,9700000,SUB,2024,15,2020,FALSE,Morocco,,,,,,
1815,F. Cristaldo,Franco Cristaldo,25,170,69,Argentina,75,78,3,2007,425,"CAM,CM,LM",CAM,Club Atlético Huracán,7500000,13000,11800000,CAM,2024,10,2020,FALSE,Not in team,,,,,,
1816,S. Kolašinac,Sead Kolašinac,29,183,85,Bosnia and Herzegovina,75,75,0,1960,429,"LB,CB",LB,Olympique de Marseille,4900000,32000,9300000,SUB,2023,23,2022,FALSE,Not in team,,,,,,
1843,J. Pešek,Jakub Pešek,29,173,66,Czech Republic,75,75,0,1793,378,"RM,LM,CF",RM,AC Sparta Praha,5500000,1000,12100000,RM,2024,21,2021,FALSE,Czech Republic,,,,,,
1842,L. Abergel,Laurent Abergel,29,170,65,France,75,75,0,1879,404,"CDM,CM",CDM,FC Lorient,4800000,18000,9600000,CDM,2025,6,2019,FALSE,Not in team,,,,,,
1841,André Gomes,André Filipe Tavares Gomes,28,188,84,Portugal,75,75,0,1978,412,"CM,CDM",CM,LOSC Lille,5500000,37000,0,CDM,2023,28,2019,TRUE,Not in team,,,,,,
1840,N. Füllkrug,Niclas Füllkrug,29,189,83,Germany,75,75,0,1817,379,ST,ST,SV Werder Bremen,5500000,26000,9900000,ST,2025,11,2019,FALSE,Not in team,,,,,,
1839,I. Schranz,Ivan Schranz,28,185,73,Slovakia,75,75,0,2044,440,"RM,RB,ST",ST,SK Slavia Praha,5500000,1000,12100000,SUB,2024,26,2021,FALSE,Not in team,,,,,,
1838,S. Larsson,Sam Larsson,29,180,70,Sweden,75,75,0,1878,398,"LM,ST",CAM,Antalyaspor,5500000,26000,11000000,LM,2024,20,2022,FALSE,Not in team,,,,,,
1837,A. Mandous,Aleš Mandous,30,188,85,Czech Republic,75,75,0,1035,399,GK,GK,SK Slavia Praha,3700000,950,8100000,GK,2026,28,2021,FALSE,Czech Republic,,,,,,
1836,T. Davies,Tom Davies,24,180,70,England,75,78,3,1944,416,"CM,CDM",CM,Everton,7500000,31000,14800000,SUB,2023,26,2015,FALSE,Not in team,,,,,,
1835,A. Barboza,Alexander Barboza,27,193,92,Argentina,75,78,3,1843,392,CB,CB,Club Libertad,6500000,900,14800000,CB,2023,3,2021,FALSE,Not in team,,,,,,
1834,A. Maxim,Alexandru Maxim,31,177,73,Romania,75,75,0,1864,384,"CAM,CM,LM",CAM,Gazi?ehir Gaziantep F.K.,4700000,18000,9400000,CM,2024,44,2020,FALSE,Romania,,,,,,
1833,Y. Chará,Yimmi Chará,31,165,68,Colombia,75,75,0,1971,428,"CAM,LM,RM",RW,Portland Timbers,4700000,9000,7100000,CAM,2022,23,2020,FALSE,Not in team,,,,,,
1832,F. Zuqui,Fernando Zuqui,30,173,66,Argentina,75,75,0,2019,428,"CM,CAM,CDM",CM,Estudiantes de La Plata,5500000,13000,8300000,CM,2024,8,2017,FALSE,Not in team,,,,,,
1831,Y. Atal,Youcef Atal,26,175,66,Algeria,75,78,3,2034,441,"RB,RM",RM,OGC Nice,7000000,33000,13800000,RB,2023,20,2018,FALSE,Not in team,,,,,,
1830,B. Chardonnet,Brendan Chardonnet,27,181,74,France,75,78,3,1733,364,CB,CB,Stade Brestois 29,6500000,20000,13500000,CB,2025,5,2014,FALSE,Not in team,,,,,,
1829,M. Dabbur,Munas Dabbur,30,183,78,Israel,75,75,0,1850,373,ST,ST,TSG Hoffenheim,5500000,33000,9400000,SUB,2024,10,2020,FALSE,Not in team,,,,,,
1828,Lincoln,Lincoln Oliveira dos Santos,23,178,73,Brazil,75,82,7,1976,413,"CAM,CM",LM,Fenerbahçe SK,11500000,46000,24200000,SUB,2026,18,2022,FALSE,Not in team,,,,,,
1827,A. El Ghazi,Anwar El Ghazi,27,188,90,Netherlands,75,75,0,1872,394,"LW,RW",ST,PSV,6000000,18000,8400000,SUB,2025,21,2022,FALSE,Not in team,,,,,,
